headline,published,ticker
Реорганизация ПАО «ЭсЭфАй». цена выкупа,2024-02-26 09:59:00,SFIN
«ЭсЭфАй» предлагает акционерам присоединить дочерний «ЭсЭфАй трейдинг» и погасить акции,2024-02-26 10:03:00,SFIN
Санкционные акции почти не упали. Дрогнул только Совкомфлот,2024-02-26 10:08:00,FLOT
"""МОСКОВСКАЯ БИРЖА"" В 2023Г УВЕЛИЧИЛА ЧИСТУЮ ПРИБЫЛЬ ПО МСФО НА 67,5%, ДО 60,8 МЛРД РУБЛЕЙ - БИРЖА",2024-02-26 10:16:00,MOEX
Акционеры SFI рассмотрят вопрос об уменьшении уставного капитала путем погашения 55% акций,2024-02-26 10:27:53,SFIN
"Акции ""Совкомфлота"", ЮГК, ТМК, ""Мечела"", ""ПИКа"", ""СПБ биржи"" подешевели в пределах 8%",2024-02-26 10:39:00,FLOT
ВТБ решил расширить сеть «легких» офисов,2024-02-26 11:00:08,VTBR
ЦБТ исключил применение ЕБС для видеонаблюдения за посетителями торговых центров,2024-02-26 11:01:46,MRKP
ЦБТ исключил применение ЕБС для видеонаблюдения за посетителями торговых центров,2024-02-26 11:01:46,MRKC
ВТБ хочет в 24г в пять раз увеличить объем трансграничных переводов розничных клиентов до 200 млрд р,2024-02-26 11:05:50,VTBR
"Заявка на транзит газа из РФ в Европу через Украину - 41,2 млн куб м/сут",2024-02-26 11:07:10,GAZP
Оператор Сахалин-2 предлагает Китаю контракт на 1 млн т СПГ в год — Коммерсант,2024-02-26 11:25:40,GAZP
"""Магнит"" вложит 10 млрд руб в строительство распределительного центра в Подмосковье",2024-02-26 12:34:51,MGNT
ВТБ анонсировал переход к основному этапу интеграции с «Открытием»,2024-02-26 13:00:00,VTBR
Путин подписал закон для снижения издержек исполнителей климатических проектов,2024-02-26 13:34:19,MOEX
Власти РФ расширили перечень исключений из-под повышенного НДПИ на газ - закон,2024-02-26 13:35:02,GAZP
"НТБ запустила закупочные аукционы зернотрейдера ""Риф"" по гороху и льну",2024-02-26 13:42:07,MOEX
"АСВ рассказало, как владельцам «QIWI Кошельков» вернуть деньги",2024-02-26 14:09:22,QIWI
Почти все виды топлива подорожали на бирже РФ в понедельник,2024-02-26 14:09:40,MTSS
АСВ сообщило о появлении двойников сайта QIWI,2024-02-26 14:15:44,QIWI
"Закупки зерна в госфонд РФ в понедельник составили 10,9 тыс тонн - НТБ",2024-02-26 14:56:21,MOEX
"Вкладчики Киви банка получат 4,3 млрд р, на электронных кошельках ""зависло"" еще 4,4 млрд р — временная администрация",2024-02-26 14:56:34,QIWI
Вячеслава Николаева назначили президентом МТС еще на три года,2024-02-26 15:27:57,MTSS
"Разработчик картографического сервиса ""2ГИС"" подал еще один иск к структурам Google",2024-02-26 15:59:06,SBER
"Разработчик картографического сервиса ""2ГИС"" подал еще один иск к структурам Google",2024-02-26 15:59:06,SBERP
"Акционеры ""Мосэнерго"" на внеочередном собрании 28 марта утвердят новый устав компании",2024-02-26 16:44:20,MSNG
"МТС создала новое ""МТС Медиа"" вместо переименованного в ""Кион""",2024-02-26 16:55:00,MTSS
